ds,yhat,yhat_lower,yhat_upper
2023-12-21,32.76169136757037,25.66751779073515,39.26876280895473
2023-12-22,32.15416003535947,25.409313597432032,39.21636624744642
2023-12-23,33.121078054163505,26.230553225481263,40.35345796463086
2023-12-24,32.11746892559332,24.95256206778995,39.13972616018941
2023-12-25,32.09849712518202,24.99428335068906,38.897025558176075
2023-12-26,32.957702497038966,26.174634751145224,39.47361035909351
2023-12-27,32.692356915387776,25.6600579610924,39.920776346143846
2023-12-28,32.77007461667001,25.710697812549398,39.737616205648884
2023-12-29,32.16254328445866,25.12369127846585,39.32308452988565
2023-12-30,33.1294613032597,26.570795764079776,40.40493091513759
2023-12-31,32.12585217468923,25.070026358786848,39.146285923840274
2024-01-01,32.10688037427993,25.221749443657565,39.53692904511149
2024-01-02,32.9660857461354,26.28973718356847,39.636607151166764
2024-01-03,32.70074016448707,25.741230602882233,39.23088406007458
2024-01-04,32.77845786576813,25.991642140946997,39.31923319122047
2024-01-05,32.17092653355589,25.40684603800878,38.91082431425203
2024-01-06,33.13782858038099,26.712612481549,40.40628322690738
2024-01-07,32.134203479831335,24.59324734425869,39.102186738835
2024-01-08,32.11521570744198,25.166644736090323,38.75706548702893
2024-01-09,32.97440510732239,25.69467610679736,40.157806121002515
2024-01-10,32.70904355369241,25.986628633985504,40.09414643369376
2024-01-11,32.786745282997046,25.699466644808076,39.905578354969336
2024-01-12,32.17919797880752,25.427603620868297,38.99025016908422
2024-01-13,33.14610002563269,26.59517694350217,40.35066041137605
2024-01-14,32.14247492508067,25.28496812910904,39.05711464835374
2024-01-15,32.12348715269332,25.219725504157566,38.902206759436375
2024-01-16,32.982676552575136,25.927083592885754,40.25107854368636
2024-01-17,32.71731499894513,25.808729716806944,39.536467451884846
2024-01-18,32.79501672824859,26.56604914536541,39.4091555413631
2024-01-19,32.18746942405917,25.065778057835683,39.49965632552783
2024-01-20,33.1543714708839,25.771180731736706,40.00919446188765
2024-01-21,32.150746370334744,25.143445701853306,39.33913735788648
2024-01-22,32.13175859794466,25.05770045347595,39.072002945859495
2024-01-23,32.990947997825415,25.966811977569414,39.54727252234511
2024-01-24,32.72558644419778,25.632044918344604,39.82170400757502
2024-01-25,32.803288173499425,25.949106706203438,39.46170551920198
2024-01-26,32.19574086931128,25.212985835494624,39.03888628878759
2024-01-27,33.162642916135106,26.012227487576492,39.875493030575505
2024-01-28,32.15901781558407,25.62293710428546,39.25694045289997
2024-01-29,32.13994547053685,25.70124193640693,39.19174449962199
2024-01-30,32.99905029776062,26.55862737765366,39.85247456588164
2024-01-31,32.733604171476124,26.130959000678423,39.545890291730274
2024-02-01,32.81122132812377,25.770305797144797,39.87630465211349
2024-02-02,32.20358945127574,25.47010772136797,39.260769499407445
2024-02-03,33.1704069254427,25.883564531062984,40.51526281727499
2024-02-04,32.16669725223577,25.137786555260554,39.525713213145984
2024-02-05,32.14762490718814,24.999858722432926,38.380148392755096
2024-02-06,33.00672973441062,26.495454704514586,39.56812724872644
2024-02-07,32.74128360812432,26.051853251570506,39.35906291645358
2024-02-08,32.81890076477186,25.67219072824326,39.582043065547566
2024-02-09,32.21126888792316,25.233622426957712,39.48172694541167
2024-02-10,33.17808636209275,26.97391364584537,39.86878148457592
2024-02-11,32.17437668888473,25.088270005581755,38.694436857552105
2024-02-12,32.15530434383405,25.516081767039925,39.42886679381444
2024-02-13,33.01440917106063,25.95388470306138,39.73894837159913
2024-02-14,32.7489630447743,25.54457654268867,39.608463011748455
2024-02-15,32.82658020142067,26.24266894649311,39.35010385118876
2024-02-16,32.21894832457206,25.486223976256696,40.028861500272434
2024-02-17,33.185765798741215,26.222433562519697,40.326618905346905
2024-02-18,32.1820561255337,25.29355454043183,39.21886264143985
2024-02-19,32.16298378048534,24.919979626912887,38.99443437321913
2024-02-20,33.02208860770775,25.868258748023255,39.99822870742893
2024-02-21,32.75664215493907,25.949391977260873,39.554291206094895
2024-02-22,32.83425898509835,26.19846797054004,40.015477747013264
2024-02-23,32.22662678176632,25.122012193655518,39.01758367015351
2024-02-24,33.19344392944886,26.264444731776056,39.9641353609314
2024-02-25,32.18973392975936,24.90104162066425,38.633735381747776
2024-02-26,32.17066125822271,25.88066504878592,39.412785835975626
2024-02-27,33.02976575895884,26.365696581307063,40.57464539756112
2024-02-28,32.76431930619078,26.249674678980895,40.008891711467086
2024-02-29,32.84193613635072,26.08118946771762,40.01371668898342
2024-03-01,32.23430393301878,24.925561027362146,38.759370503870144
2024-03-02,33.20112108070139,25.82215156054565,40.28131616194142
2024-03-03,32.1974110810119,25.441145166901332,38.55188749109952
2024-03-04,32.17833840947756,24.74808808004963,38.907619784211086
2024-03-05,33.037442910214885,25.965758432559348,40.353410962848365
2024-03-06,32.77199645744078,25.647640315323436,40.13107420810787
2024-03-07,32.849613287604605,26.47058095230751,40.1415289280943
2024-03-08,32.24198108427173,25.65392500362314,38.981468579547766
2024-03-09,33.20879823195501,26.550424532986266,40.04651090960589
2024-03-10,32.205088232262035,25.308469843989098,39.63398344314225
2024-03-11,32.18601556072972,25.05021203165601,38.688502202828886
2024-03-12,33.04512006146597,26.94048653087506,39.548269254939214
2024-03-13,32.77967360869432,25.520671965490013,39.46554891283651
2024-03-14,32.85729043885698,25.808982580003256,39.38165442766584
2024-03-15,32.24965823552419,25.749651326757384,39.07960096122979
2024-03-16,33.21647536862956,26.14644808334002,40.209072744597144
2024-03-17,32.21276535436517,25.151030948894327,39.170075064772725
2024-03-18,32.19369266825261,25.680589639798445,39.3092300346129
2024-03-19,33.052797154416,26.082107105740327,39.829295274055745
2024-03-20,32.787350687068425,26.021447900211513,39.52097772869572
2024-03-21,32.864967502653315,25.606837554868207,39.72737478504119
2024-03-22,32.25733528474594,25.178671641752796,39.14766923296869
2024-03-23,33.22415241785248,25.85046023125348,39.79773416836079
2024-03-24,32.22044240358413,25.33710062827334,39.13414149117181
2024-03-25,32.20136971747357,25.151606183627635,39.16541891711285
2024-03-26,33.0604742036359,26.27159864164098,39.599784096102915
2024-03-27,32.79502773628899,25.563217094801907,39.25579230249968
2024-03-28,32.872644551875204,26.04856819498496,39.83279286867667
2024-03-29,32.265012333965736,25.357176273653298,38.81456472107362
2024-03-30,33.23182946707173,26.25167937995229,40.45533185425796
2024-03-31,32.22811945280308,25.592208467833007,40.24309423573406
2024-04-01,32.20904676669724,24.912024595701414,38.7812597478559
2024-04-02,33.06815125285787,26.055667830375707,40.191235133763435
2024-04-03,32.80270478551305,25.332907154328726,39.607023818279984
2024-04-04,32.88032160109566,25.514778104949606,39.0859679583424
2024-04-05,32.27268938318749,24.748409335657673,39.27144284444905
2024-04-06,33.23950651629415,26.00817050953656,39.893331735262926
2024-04-07,32.235796502024414,25.49805370644985,38.962462059037684
2024-04-08,32.21672381795073,25.353967182817996,39.77926529132831
2024-04-09,33.075828306150676,26.18699892844227,39.95565758840625
2024-04-10,32.81038184083751,25.88507164224417,39.96249674355641
2024-04-11,32.88799865845699,25.95096446005099,39.69280519488645
2024-04-12,32.28036644258532,24.87202007739788,39.15692531602395
2024-04-13,33.24718357772628,25.853253982673582,40.06221329835859
2024-04-14,32.24347356549261,25.4117021244121,39.23594901266117
2024-04-15,32.224400881420905,25.422401320686692,39.1069186689859
2024-04-16,33.08350536961956,25.959879203488153,40.235162735844455
2024-04-17,32.818058904306355,26.254453819902963,40.25455087820074
2024-04-18,32.895675721924675,26.217617747951664,39.569296159297664
2024-04-19,32.28804350605163,25.586730735491017,39.49456789512577
2024-04-20,33.25486064119362,26.503966381159913,40.24316223288898
2024-04-21,32.251150628962826,25.475710688167304,39.28668177840798
2024-04-22,32.232077944891074,25.567619033584677,38.78685465574535
2024-04-23,33.09118243308596,25.9943701148306,40.02518779951916
2024-04-24,32.82573596777345,25.718398851435197,40.2305435572581
2024-04-25,32.90335278539316,26.013102708173566,39.150501562859596
2024-04-26,32.2957205695194,25.594120850379515,38.8408109638362
2024-04-27,33.26253770466097,26.060978341147198,40.61630930117983
2024-04-28,32.25882769242829,26.02321028755117,38.805412232005345
2024-04-29,32.23975500835424,25.076276692630763,38.60778234084222
2024-04-30,33.09885949655196,26.272433335023532,39.669690868037286
2024-05-01,32.833413027650835,25.848617240637857,39.667169429017754
2024-05-02,32.91102984168217,25.700833359356206,39.237446987901116
2024-05-03,32.30339762221909,25.150992059031836,39.37669361603553
2024-05-04,33.27021475377115,26.42368956000134,39.94518844199607
2024-05-05,32.2665047379477,25.314031683144997,39.07021755914636
2024-05-06,32.24743205028627,25.639836622852293,39.086594677815704
2024-05-07,33.10653653489055,25.69880905929404,40.13446187232259
2024-05-08,32.8410900659901,25.92264885611774,39.92099666348464
2024-05-09,32.91870688002133,25.94541265746322,40.13146969555181
2024-05-10,32.31107466055904,25.333819617010835,39.15553186231826
2024-05-11,33.27789179211117,26.451478774908225,40.20891767304047
2024-05-12,32.27418177628772,25.81625766507116,38.9644562374915
2024-05-13,32.25510908862324,25.795248412459628,39.0047193882312
2024-05-14,33.11421357323409,26.520183520661284,40.15367225290241
2024-05-15,32.84876710433113,25.558481288431942,39.841552881226924
2024-05-16,32.92638391836343,25.59718234150783,39.90981664597244
2024-05-17,32.31875169889901,25.671894562052273,39.17411461626314
2024-05-18,33.285568830452284,26.504171280270324,39.910659843419495
2024-05-19,32.28185881462774,24.582442135302067,38.767715994384325
2024-05-20,32.262786126965594,24.649988024694032,38.62979972972765
2024-05-21,33.12189061157269,26.243181856288956,40.803450026330566
2024-05-22,32.85644414267211,25.896747474303133,39.425161829737704
2024-05-23,32.93406095670258,25.56667105998871,39.60652710363257
2024-05-24,32.326428737239944,25.546762085648194,38.89973074283544
2024-05-25,33.293245867664695,26.336355090848063,40.44190993840102
2024-05-26,32.28953585071942,24.787942260699673,39.22574307506793
2024-05-27,32.27046316192702,24.655318408019774,38.78368541104739
2024-05-28,33.129567645409104,26.152949060824408,40.03427545871793
2024-05-29,32.864121175385435,25.89475015715704,39.944249878982504
2024-05-30,32.94173798828919,25.652013606857086,39.740017584008555
2024-05-31,32.3341057677011,25.639928370960096,39.24583128166146
2024-06-01,33.300922898127006,26.36878769513561,40.23318149714117
2024-06-02,32.29721288118064,25.32895461416774,39.13152734199298
2024-06-03,32.278140192390566,25.102407824854307,39.11317463533578
2024-06-04,33.137244675873845,26.21186809009748,39.99254446976291
2024-06-05,32.87179820584413,26.217408869984535,39.868107525937575
2024-06-06,32.94941501875025,25.201833115538484,39.67131696699554
2024-06-07,32.34178279816078,25.563291046815678,39.47106356228982
2024-06-08,33.30859992858932,25.978587320696686,40.32068246268194
2024-06-09,32.30488991163948,24.797999121650363,39.47806833923274
2024-06-10,32.28581722285142,24.880430642602896,39.26312146886428
2024-06-11,33.14492170633363,26.22266634077721,39.8804315834528
2024-06-12,32.879475236306305,25.737813709195663,39.86862835434943
2024-06-13,32.95709204921131,25.73705783970861,40.308937245377784
2024-06-14,32.34945982862193,25.693156879847912,38.80658662079489
2024-06-15,33.31627695904845,27.23018950757559,40.19763055735242
2024-06-16,32.312566942103075,25.628048462475245,39.43502233417159
2024-06-17,32.29349424928591,25.092652751026737,38.98186779539193
2024-06-18,33.15259872874028,25.523738732469265,40.06716398398342
2024-06-19,32.88715225468766,25.865626108896166,39.069562044305265
2024-06-20,32.964769063566195,26.01971868054687,39.63315292518166
2024-06-21,32.35713683895174,25.274562348869658,39.156747534395855
2024-06-22,33.32395396535256,26.500043913073686,40.366352563887396
2024-06-23,32.32024394438008,25.22847578072677,39.3010073904023
2024-06-24,32.30117125156219,25.37750008919869,38.943495827325364
2024-06-25,33.16027573101549,25.844886598680127,39.85704072443188
2024-06-26,32.89482925696532,25.930439006642615,39.57738358733995
2024-06-27,32.9724460658434,25.565567765903786,39.551656710128995
2024-06-28,32.36481384122881,25.76952021579548,38.906162513660455
2024-06-29,33.33163096762761,27.126819847877325,40.465115554506255
2024-06-30,32.32792094665673,25.22876610625405,39.71873715678208
2024-07-01,32.30884825384117,24.991387719749408,38.541145036799655
2024-07-02,33.167952733293184,26.053506526984616,39.71339979000271
2024-07-03,32.902506259242976,26.056378053639367,40.14478223631471
2024-07-04,32.98012306812069,25.91076575550974,40.184730748500954
2024-07-05,32.37249084350588,25.426662980550336,39.559304330415785
2024-07-06,33.33930796990536,26.041854140783943,40.334774314921546
2024-07-07,32.33559794893101,25.59375920035063,39.068059614913565
2024-07-08,32.316525256114765,25.82231267750624,39.44854794910287
2024-07-09,33.17562973557047,25.84691291810136,39.63694948220889
2024-07-10,32.91018326148598,26.09532924127181,39.733829652052385
2024-07-11,32.98780007033495,26.301644438707694,40.103771674334716
2024-07-12,32.38016784568911,25.48678665172567,39.468004794049094
2024-07-13,33.34698497205705,26.34180190380189,40.06949003761173
2024-07-14,32.34327495104969,25.342395158803253,39.845713963426675
2024-07-15,32.324202258205425,25.491790119645295,39.2623263851062
2024-07-16,33.183306737630346,26.346709485134937,39.7843769636071
2024-07-17,32.91786026354583,26.008485992690417,40.111999804014275
2024-07-18,32.995477072392916,26.255942245344073,39.77544390607964
2024-07-19,32.38784484774886,25.18510493718053,39.61729475479185
2024-07-20,33.35466197411588,26.573393866559442,40.50984805889062
2024-07-21,32.35095195311091,25.139688178758103,39.13228126009053
2024-07-22,32.33187926026389,25.434297807305043,39.139531556382984
2024-07-23,33.190983739687745,26.1888087916217,40.13800731212373
2024-07-24,32.92553726560391,26.16705646721107,39.98872215416135
2024-07-25,33.00315407445089,25.555584491218216,40.39496218402
2024-07-26,32.395521849805675,25.110114236580745,39.00089677548531
2024-07-27,33.36233897617422,26.47271949147813,40.18186416999637
2024-07-28,32.35862895516737,25.24670933184344,39.207173480073344
2024-07-29,32.33955626232507,25.17340184218029,39.00401933063151
2024-07-30,33.198660741747624,26.161270718745048,39.74936391462884
2024-07-31,32.93321426766369,25.525511085060533,39.92499153003887
2024-08-01,33.01083107651027,25.322834374258708,39.5395684311868
2024-08-02,32.403198855668435,25.40160904310809,39.13047607434935
2024-08-03,33.3700159858402,26.625591349114405,40.315660479542075
2024-08-04,32.366305968635274,25.472394152212903,39.87064711062424
2024-08-05,32.34723327959832,25.642392323939696,39.401454301247824
2024-08-06,33.20633776282015,26.44506796896431,40.64845498949792
2024-08-07,32.940891292539916,25.87100833799064,39.62806787873837
2024-08-08,33.0185081051894,25.958840309700506,39.851765205023455
2024-08-09,32.41087588434838,25.68175519433223,39.93689199137519
2024-08-10,33.3776930145197,26.52617748990249,39.86676597381838
2024-08-11,32.373982997318,25.910387286299652,39.03621353058788
2024-08-12,32.35491030827095,25.170767084589862,39.44916530934903
2024-08-13,33.21401479150367,26.091015119632818,40.36661746672584
2024-08-14,32.94856832122093,25.99120568701787,39.699365579027074
2024-08-15,33.02618513386925,26.27710542744001,39.92895588570691
2024-08-16,32.418552913026836,25.18298640971371,38.9435648119904
2024-08-17,33.38537004320079,26.54565337399595,40.59911954138147
2024-08-18,32.381660025998016,25.564721659640156,39.51216271106652
2024-08-19,32.36258733695059,25.35484729040917,39.46022308647797
2024-08-20,33.22169182018223,26.176019002338244,40.38921179025221
2024-08-21,32.95624534990017,25.691189911221326,39.551228310092796
2024-08-22,33.033862162550605,26.07726721199991,39.42573504420023
2024-08-23,32.42622994170726,25.44117870283171,39.03970058458936
2024-08-24,33.39304707187871,26.644194770601608,39.82409812717017
2024-08-25,32.389337054675636,25.246749320209,38.69902925138982
2024-08-26,32.37026435509138,25.780360153567877,39.19179102653555
2024-08-27,33.229368827777314,26.229508074213282,39.85697579581979
2024-08-28,32.96392234695657,26.071751699688047,40.022868919194735
2024-08-29,33.0415391490643,26.344758130509145,39.975718922896746
2024-08-30,32.43390691767999,25.475391850011825,39.19538663134091
2024-08-31,33.40072403731057,26.83499563819991,40.230963510498675
2024-09-01,32.39701400956486,25.24995383215442,39.6236131397455
2024-09-02,32.37794130998294,25.36935684915497,39.829975880872375
2024-09-03,32.03121258266758,25.250241749611405,38.861372976519036
2024-09-04,30.400168101843263,23.562666440711705,37.45110933067917
2024-09-05,25.653568103953354,18.703341016382325,33.01330875037571
2024-09-06,32.44158387256915,25.33988405339088,39.10549936197479
2024-09-07,33.40840099219979,26.16286000981811,39.76281457454374
2024-09-08,32.40469096445681,25.309310803419752,39.262094582339536
2024-09-09,32.38561826487179,25.891950438222214,39.27987364204351
2024-09-10,33.244722737557844,26.053636636576975,39.94460189984118
2024-09-11,32.9792762567335,26.451538111702337,39.994225026347074
2024-09-12,33.05689305884394,26.261184381051855,39.40074545245487
2024-09-13,32.4492608274583,25.367912544176843,39.57451929263589
2024-09-14,33.41607794708852,26.834713475909606,40.40557243535077
2024-09-15,32.41236791934842,25.3412597385616,38.90364434149998
2024-09-16,32.39329521976065,25.69651111564558,39.43567482694382
2024-09-17,33.252399692445636,26.14039306687602,40.21739280044758
2024-09-18,32.986953209406344,25.8379965616526,40.10558087174576
2024-09-19,33.06457000929764,26.31191394271848,39.98056211078845
2024-09-20,32.45693777569598,25.619349881093022,39.42243931777651
2024-09-21,33.42375489310795,26.250174221634207,40.427245631652426
2024-09-22,32.42004486314865,25.79926472988556,39.9614010563725
2024-09-23,32.40097216134396,25.131129667625657,39.26525563055926
2024-09-24,33.26007663181216,26.40380455105503,40.00174830523062
2024-09-25,32.99463014877355,26.280531683597644,39.64923339882534
2024-09-26,33.072246948666155,25.972738856837374,39.971105463900265
2024-09-27,32.464614715064364,25.805521878134925,39.823600062142276
2024-09-28,33.431431832477,26.187752766646465,40.41650806898132
2024-09-29,32.42772180251661,25.825033119514273,38.71028938125516
2024-09-30,32.40864910071425,26.237749152382072,39.2086812682032
2024-10-01,33.26775357118117,26.458394105764246,40.021055031218545
2024-10-02,33.00230708814075,26.062999424785968,40.52974710925289
2024-10-03,33.07992388803326,25.88636681813147,39.47467508244445
2024-10-04,32.47229165443079,25.893054024073198,39.302071921629675
2024-10-05,33.43910877184606,26.55275107968599,40.506211993252236
2024-10-06,32.43539874188219,25.125468911542505,38.85401616016868
2024-10-07,32.416326040079156,26.016815656833273,39.30306969497935
2024-10-08,33.27543051055017,26.288647826529946,39.99668401197836
2024-10-09,33.00998402750968,25.79857938570573,40.18078954604168
2024-10-10,33.08760082740106,25.80593766801349,39.70405413465384
2024-10-11,32.47996858883914,25.379186207017913,39.62919187280397
2024-10-12,33.446785701293344,26.065976571697906,40.39422600014473
2024-10-13,32.44307566637152,25.14773139198311,39.09872485317084
2024-10-14,32.424002959611265,25.282077566870665,38.827324578911146
2024-10-15,33.28310742511856,26.574198011083183,40.599020885978696
2024-10-16,33.01766093711961,26.208839582122,39.753324372800385
2024-10-17,33.09527773205133,25.554630982040685,40.075534397725505
2024-10-18,32.487645493491186,25.775542840210957,39.52549587044257
2024-10-19,33.45446260594239,26.309935429399125,40.55580065334553
2024-10-20,32.4507525710254,25.90286448882396,39.29461808342429
2024-10-21,32.43167986426204,25.230932643688046,39.53753513852195
2024-10-22,33.29078432977075,26.710537484898616,40.64730627788999
2024-10-23,33.02533784177175,25.1317855072072,39.663136815551205
2024-10-24,33.102954636702314,26.22517837242654,40.46787861785562
2024-10-25,32.495322398142264,25.62867083174109,39.122643984842114
2024-10-26,33.462139510594625,26.352699752715218,40.99468025618485
2024-10-27,32.45842947567653,25.763819675071332,39.71106705542887
2024-10-28,32.43935676891551,25.590641147191494,39.51092431242133
2024-10-29,33.29846123442294,25.78475828453417,39.91602552647373
2024-10-30,33.03301474642037,25.896491259716445,39.89888847141225
2024-10-31,33.11063154135481,26.179055327546383,39.60998280929781
2024-11-01,32.50299930279383,25.361211156456367,39.46820343295327
2024-11-02,33.46981641524686,26.42489840269508,40.347964160795556
2024-11-03,32.4661063803253,25.41550606151034,39.307966801175986
2024-11-04,32.447033672617245,25.309524272926403,39.521078021112494
2024-11-05,33.306138137171665,26.35616531650563,39.98323117664239
2024-11-06,33.04069164822539,26.406372970161446,39.735640402432104
2024-11-07,33.118308442209624,26.250159738471236,39.87918455267539
2024-11-08,32.510676202698214,24.717609295741877,39.227432641543324
2024-11-09,33.47749331420325,26.490118263968156,39.914649976021266
2024-11-10,32.47378327833552,25.388040321746736,39.043964520018775
2024-11-11,32.4547105706231,26.04320527084858,39.4410808651263
2024-11-12,33.31381503518303,26.02886282730435,40.205601741307646
2024-11-13,33.048368546234244,26.18611512987511,40.46330811580804
2024-11-14,33.125985340216594,26.177327288834793,39.971625204603676
2024-11-15,32.518353100706484,25.99166872546546,39.42119820215954
2024-11-16,33.48517021221268,26.715991552452437,40.57780273275079
2024-11-17,32.48146017634098,25.604007737889454,39.2734041128875
2024-11-18,32.462387468630574,25.404744913523608,39.00769196719672
2024-11-19,33.321491933189435,26.574039552918972,40.00693990691038
2024-11-20,33.05604544424132,26.876608665413055,39.8538019374432
2024-11-21,33.133662238224986,26.334818169381133,40.032546127930324
2024-11-22,32.52602999871475,25.778513943547928,39.52984365934965
2024-11-23,33.492847110218435,26.164428564348327,39.939915538448396
2024-11-24,32.48913707434644,25.55008146813114,39.19606345425423
2024-11-25,32.470064366638056,24.755380178642888,39.161584440060224
2024-11-26,33.32916883119831,26.141407338603653,40.17055031605087
2024-11-27,33.0637223429096,25.931332847829538,40.271360930802366
2024-11-28,33.14133913754739,26.25209548263092,40.248854662877186
2024-11-29,32.53370689869615,25.093263895420794,38.93547333070643
2024-11-30,33.50052401085823,26.47630491358867,40.062649462594905
2024-12-01,32.49681397564286,25.36384792947069,39.3087689556116
